,occ_code,occ_title,o_group,tot_emp,emp_prse,h_mean,a_mean,mean_prse
310,23-0000,Legal Occupations,major,1154740.0,0.5,54.0,112320.0,0.7
311,23-1000,"Lawyers, Judges, and Related Workers",minor,721750.0,0.6,69.7,144970.0,0.7
312,23-1010,Lawyers and Judicial Law Clerks,broad,672820.0,0.7,70.7,147050.0,0.7
313,23-1011,Lawyers,detailed,658120.0,0.7,71.59,148910.0,0.7
314,23-1012,Judicial Law Clerks,detailed,14690.0,1.3,30.7,63860.0,2.7
315,23-1020,"Judges, Magistrates, and Other Judicial Workers",broad,48930.0,0.6,55.96,116390.0,1.0
316,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,14570.0,0.4,49.06,102050.0,0.8
317,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,5810.0,4.1,36.75,76440.0,1.8
318,23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,28550.0,0.5,63.39,131850.0,0.8
319,23-2000,Legal Support Workers,minor,432990.0,1.0,27.83,57890.0,0.5
320,23-2010,Paralegals and Legal Assistants,broad,332720.0,1.1,27.22,56610.0,0.6
321,23-2011,Paralegals and Legal Assistants,detailed,332720.0,1.1,27.22,56610.0,0.6
322,23-2090,Miscellaneous Legal Support Workers,broad,100270.0,2.4,29.88,62150.0,3.3
323,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,54960.0,4.0,25.45,52950.0,1.1
324,23-2099,"Legal Support Workers, All Other",detailed,45310.0,2.5,35.25,73320.0,4.5
325,25-0000,Educational Instruction and Library Occupations,major,8446910.0,0.4,28.75,59810.0,0.5
373,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,105830.0,1.7,29.67,61710.0,0.9
376,25-2010,Preschool and Kindergarten Teachers,broad,491020.0,1.2,20.47,42570.0,0.6
377,25-2011,"Preschool Teachers, Except Special Education",detailed,370940.0,1.4,17.57,36550.0,0.6
392,25-3000,Other Teachers and Instructors,minor,1086850.0,1.1,20.92,43520.0,1.5
393,25-3010,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",broad,42910.0,4.8,28.75,59810.0,1.8
394,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,42910.0,4.8,28.75,59810.0,1.8
395,25-3020,Self-Enrichment Teachers,broad,222700.0,1.5,23.05,47930.0,1.7
396,25-3021,Self-Enrichment Teachers,detailed,222700.0,1.5,23.05,47930.0,1.7
397,25-3030,"Substitute Teachers, Short-Term",broad,512030.0,2.0,17.35,36090.0,3.6
398,25-3031,"Substitute Teachers, Short-Term",detailed,512030.0,2.0,17.35,36090.0,3.6
400,25-4000,"Librarians, Curators, and Archivists",minor,254360.0,2.8,26.15,54400.0,0.8
401,25-4010,"Archivists, Curators, and Museum Technicians",broad,30230.0,2.7,27.38,56960.0,1.0
402,25-4011,Archivists,detailed,6550.0,6.8,29.43,61210.0,1.7
403,25-4012,Curators,detailed,11750.0,3.5,29.64,61650.0,0.9
404,25-4013,Museum Technicians and Conservators,detailed,11930.0,3.9,24.04,49990.0,1.5
405,25-4020,Librarians and Media Collections Specialists,broad,135070.0,2.1,30.56,63560.0,0.5
406,25-4022,Librarians and Media Collections Specialists,detailed,135070.0,2.1,30.56,63560.0,0.5
407,25-4030,Library Technicians,broad,89070.0,4.7,19.05,39630.0,2.6
408,25-4031,Library Technicians,detailed,89070.0,4.7,19.05,39630.0,2.6
410,25-9020,Farm and Home Management Educators,broad,8090.0,3.6,26.38,54870.0,1.6
411,25-9021,Farm and Home Management Educators,detailed,8090.0,3.6,26.38,54870.0,1.6
412,25-9030,Instructional Coordinators,broad,174900.0,1.6,33.73,70160.0,0.5
413,25-9031,Instructional Coordinators,detailed,174900.0,1.6,33.73,70160.0,0.5
417,25-9090,Miscellaneous Educational Instruction and Library Workers,broad,142550.0,3.0,22.7,47210.0,1.6
418,25-9099,"Educational Instruction and Library Workers, All Other",detailed,142550.0,3.0,22.7,47210.0,1.6
419,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,1857500.0,0.7,30.96,64400.0,0.7
420,27-1000,Art and Design Workers,minor,594670.0,0.9,28.44,59150.0,0.6
421,27-1010,Artists and Related Workers,broad,89800.0,2.4,44.97,93530.0,1.3
422,27-1011,Art Directors,detailed,40950.0,2.2,55.04,114490.0,1.4
423,27-1012,Craft Artists,detailed,4090.0,7.8,18.39,38260.0,2.0
424,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,11070.0,7.3,31.26,65020.0,6.8
425,27-1014,Special Effects Artists and Animators,detailed,26460.0,5.4,42.35,88080.0,2.0
426,27-1019,"Artists and Related Workers, All Other",detailed,7220.0,6.0,33.48,69650.0,4.6
427,27-1020,Designers,broad,504880.0,1.0,25.5,53030.0,0.5
428,27-1021,Commercial and Industrial Designers,detailed,30100.0,3.1,36.68,76290.0,0.9
429,27-1022,Fashion Designers,detailed,21050.0,5.4,41.93,87210.0,2.6
430,27-1023,Floral Designers,detailed,36810.0,2.4,14.74,30670.0,0.8
431,27-1024,Graphic Designers,detailed,201440.0,1.1,28.06,58370.0,0.5
432,27-1025,Interior Designers,detailed,59170.0,3.2,29.52,61400.0,0.9
433,27-1026,Merchandise Displayers and Window Trimmers,detailed,134660.0,2.4,16.61,34550.0,0.7
434,27-1027,Set and Exhibit Designers,detailed,10980.0,9.6,31.06,64610.0,2.4
435,27-1029,"Designers, All Other",detailed,10680.0,7.4,34.3,71340.0,3.1
436,27-2000,"Entertainers and Performers, Sports and Related Workers",minor,465780.0,2.8,31.59,65700.0,2.1
437,27-2010,"Actors, Producers, and Directors",broad,163950.0,7.5,42.4,88190.0,2.6
439,27-2012,Producers and Directors,detailed,119490.0,5.6,46.49,96690.0,2.6
444,27-2030,Dancers and Choreographers,broad,10950.0,6.7,25.05,52110.0,2.8
446,27-2032,Choreographers,detailed,3580.0,11.6,25.0,52000.0,4.4
448,27-2041,Music Directors and Composers,detailed,9200.0,5.3,31.6,65720.0,4.9
452,27-3000,Media and Communication Workers,minor,591650.0,0.9,33.74,70180.0,0.4
453,27-3010,Broadcast Announcers and Radio Disc Jockeys,broad,27290.0,3.0,27.55,57300.0,2.3
454,27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,27290.0,3.0,27.55,57300.0,2.3
455,27-3020,"News Analysts, Reporters and Journalists",broad,41580.0,3.7,31.73,66000.0,1.6
456,27-3023,"News Analysts, Reporters, and Journalists",detailed,41580.0,3.7,31.73,66000.0,1.6
457,27-3030,Public Relations Specialists,broad,244550.0,1.1,34.58,71940.0,0.6
458,27-3031,Public Relations Specialists,detailed,244550.0,1.1,34.58,71940.0,0.6
459,27-3040,Writers and Editors,broad,186490.0,1.3,36.67,76270.0,0.7
460,27-3041,Editors,detailed,93370.0,2.0,35.53,73910.0,1.0
461,27-3042,Technical Writers,detailed,48880.0,1.9,37.78,78590.0,0.6
462,27-3043,Writers and Authors,detailed,44240.0,2.2,37.82,78680.0,1.5
463,27-3090,Miscellaneous Media and Communication Workers,broad,91740.0,2.9,28.29,58840.0,1.0
464,27-3091,Interpreters and Translators,detailed,56920.0,4.3,27.95,58140.0,1.3
465,27-3092,Court Reporters and Simultaneous Captioners,detailed,13880.0,4.9,32.07,66710.0,2.0
466,27-3099,"Media and Communication Workers, All Other",detailed,20940.0,4.9,26.7,55540.0,1.8
467,27-4000,Media and Communication Equipment Workers,minor,205400.0,1.7,28.84,59990.0,1.7
468,27-4011,Audio and Video Technicians,detailed,62360.0,2.4,25.67,53390.0,1.2
469,27-4012,Broadcast Technicians,detailed,25960.0,3.0,23.68,49250.0,1.2
470,27-4014,Sound Engineering Technicians,detailed,10870.0,5.2,32.31,67210.0,4.1
471,27-4020,Photographers,broad,41600.0,2.4,24.18,50290.0,1.7
472,27-4021,Photographers,detailed,41600.0,2.4,24.18,50290.0,1.7
473,27-4030,"Television, Video, and Film Camera Operators and Editors",broad,42750.0,3.3,36.6,76130.0,3.3
474,27-4031,"Camera Operators, Television, Video, and Film",detailed,20340.0,3.8,32.5,67590.0,2.7
475,27-4032,Film and Video Editors,detailed,22410.0,4.9,40.33,83880.0,3.8
476,27-4098,"Lighting Technicians and Media and Communication Equipment Workers, All Other",detailed,21860.0,8.8,36.0,74880.0,1.6
477,29-0000,Healthcare Practitioners and Technical Occupations,major,8579180.0,0.3,41.3,85900.0,0.2
478,29-1000,Healthcare Diagnosing or Treating Practitioners,minor,5611620.0,0.4,50.58,105220.0,0.3
479,29-1010,Chiropractors,broad,34760.0,2.7,40.3,83830.0,1.8
480,29-1011,Chiropractors,detailed,34760.0,2.7,40.3,83830.0,1.8
481,29-1020,Dentists,broad,111210.0,2.2,89.57,186300.0,1.2
482,29-1021,"Dentists, General",detailed,95920.0,2.4,86.94,180830.0,1.3
483,29-1022,Oral and Maxillofacial Surgeons,detailed,4120.0,10.3,112.98,234990.0,4.7
484,29-1023,Orthodontists,detailed,5040.0,10.8,114.42,237990.0,5.1
485,29-1024,Prosthodontists,detailed,530.0,23.5,103.3,214870.0,11.4
486,29-1029,"Dentists, All Other Specialists",detailed,5610.0,9.3,93.72,194930.0,5.0
487,29-1030,Dietitians and Nutritionists,broad,66330.0,1.3,30.84,64150.0,0.4
488,29-1031,Dietitians and Nutritionists,detailed,66330.0,1.3,30.84,64150.0,0.4
489,29-1040,Optometrists,broad,36690.0,3.2,60.31,125440.0,1.2
490,29-1041,Optometrists,detailed,36690.0,3.2,60.31,125440.0,1.2
491,29-1050,Pharmacists,broad,315470.0,1.1,60.32,125460.0,0.3
492,29-1051,Pharmacists,detailed,315470.0,1.1,60.32,125460.0,0.3
493,29-1070,Physician Assistants,broad,125280.0,1.7,55.81,116080.0,0.5
494,29-1071,Physician Assistants,detailed,125280.0,1.7,55.81,116080.0,0.5
495,29-1080,Podiatrists,broad,9710.0,3.8,72.65,151110.0,2.5
496,29-1081,Podiatrists,detailed,9710.0,3.8,72.65,151110.0,2.5
497,29-1120,Therapists,broad,684330.0,0.7,39.44,82030.0,0.3
498,29-1122,Occupational Therapists,detailed,126610.0,1.2,42.06,87480.0,0.4
499,29-1123,Physical Therapists,detailed,220870.0,1.1,44.08,91680.0,0.3
500,29-1124,Radiation Therapists,detailed,17390.0,3.2,45.34,94300.0,1.2
501,29-1125,Recreational Therapists,detailed,20080.0,4.9,24.64,51260.0,1.1
502,29-1126,Respiratory Therapists,detailed,131890.0,1.0,31.56,65640.0,0.3
503,29-1127,Speech-Language Pathologists,detailed,148450.0,1.7,40.02,83240.0,0.6
504,29-1128,Exercise Physiologists,detailed,7330.0,3.9,25.97,54020.0,0.7
505,29-1129,"Therapists, All Other",detailed,11710.0,4.5,29.85,62090.0,1.8
506,29-1130,Veterinarians,broad,73710.0,1.8,52.09,108350.0,1.1
507,29-1131,Veterinarians,detailed,73710.0,1.8,52.09,108350.0,1.1
508,29-1140,Registered Nurses,broad,2986500.0,0.5,38.47,80010.0,0.4
509,29-1141,Registered Nurses,detailed,2986500.0,0.5,38.47,80010.0,0.4
510,29-1150,Nurse Anesthetists,broad,41960.0,3.7,90.96,189190.0,0.9
511,29-1151,Nurse Anesthetists,detailed,41960.0,3.7,90.96,189190.0,0.9
512,29-1160,Nurse Midwives,broad,7120.0,4.4,55.55,115540.0,1.9
513,29-1161,Nurse Midwives,detailed,7120.0,4.4,55.55,115540.0,1.9
514,29-1170,Nurse Practitioners,broad,211280.0,1.3,55.05,114510.0,0.4
515,29-1171,Nurse Practitioners,detailed,211280.0,1.3,55.05,114510.0,0.4
516,29-1180,Audiologists,broad,13300.0,4.9,42.9,89230.0,2.2
517,29-1181,Audiologists,detailed,13300.0,4.9,42.9,89230.0,2.2
518,29-1211,Anesthesiologists,detailed,28590.0,5.9,130.5,271440.0,1.9
519,29-1215,Family Medicine Physicians,detailed,98590.0,2.3,103.06,214370.0,1.3
520,29-1216,General Internal Medicine Physicians,detailed,50600.0,3.7,101.42,210960.0,2.0
521,29-1218,Obstetricians and Gynecologists,detailed,18900.0,4.3,114.96,239120.0,1.8
522,29-1221,"Pediatricians, General",detailed,27550.0,4.0,88.74,184570.0,1.7
523,29-1223,Psychiatrists,detailed,25540.0,3.6,104.38,217100.0,1.8
524,29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric",detailed,375390.0,1.6,105.22,218850.0,0.9
525,29-1248,"Surgeons, Except Ophthalmologists",detailed,37900.0,3.9,120.99,251650.0,1.8
526,29-1290,Miscellaneous Healthcare Diagnosing or Treating Practitioners,broad,230900.0,1.2,38.97,81060.0,1.1
527,29-1292,Dental Hygienists,detailed,194830.0,1.4,37.53,78050.0,0.6
528,29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",detailed,36070.0,2.9,46.77,97270.0,3.4
529,29-2000,Health Technologists and Technicians,minor,2861180.0,0.4,23.55,48990.0,0.2
530,29-2010,Clinical Laboratory Technologists and Technicians,broad,326220.0,1.1,26.92,55990.0,0.4
531,29-2010,Clinical Laboratory Technologists and Technicians,detailed,326220.0,1.1,26.92,55990.0,0.4
532,29-2031,Cardiovascular Technologists and Technicians,detailed,55980.0,1.6,29.3,60940.0,0.5
533,29-2032,Diagnostic Medical Sonographers,detailed,73920.0,1.3,37.4,77790.0,0.4
534,29-2033,Nuclear Medicine Technologists,detailed,17510.0,2.3,39.46,82080.0,0.4
535,29-2034,Radiologic Technologists and Technicians,detailed,206720.0,0.9,31.17,64840.0,0.3
536,29-2035,Magnetic Resonance Imaging Technologists,detailed,39270.0,2.2,36.52,75960.0,0.5
537,29-2040,Emergency Medical Technicians and Paramedics,broad,257700.0,1.3,19.41,40370.0,0.9
538,29-2040,Emergency Medical Technicians and Paramedics,detailed,257700.0,1.3,19.41,40370.0,0.9
539,29-2050,Health Practitioner Support Technologists and Technicians,broad,803920.0,0.7,18.74,38970.0,0.3
540,29-2051,Dietetic Technicians,detailed,26430.0,2.7,15.83,32920.0,0.7
541,29-2052,Pharmacy Technicians,detailed,415310.0,0.9,17.52,36450.0,0.3
542,29-2053,Psychiatric Technicians,detailed,85330.0,1.9,18.31,38080.0,1.1
543,29-2055,Surgical Technologists,detailed,107400.0,1.2,24.77,51510.0,0.3
544,29-2056,Veterinary Technologists and Technicians,detailed,109490.0,2.0,18.2,37860.0,0.7
545,29-2057,Ophthalmic Medical Technicians,detailed,59960.0,3.5,19.24,40010.0,0.8
546,29-2060,Licensed Practical and Licensed Vocational Nurses,broad,676440.0,0.7,24.08,50090.0,0.2
547,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,676440.0,0.7,24.08,50090.0,0.2
548,29-2080,"Opticians, Dispensing",broad,68180.0,2.6,19.89,41380.0,0.9
549,29-2081,"Opticians, Dispensing",detailed,68180.0,2.6,19.89,41380.0,0.9
550,29-2091,Orthotists and Prosthetists,detailed,9550.0,5.5,35.63,74120.0,1.6
551,29-2092,Hearing Aid Specialists,detailed,7770.0,6.5,26.26,54630.0,2.1
552,29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",detailed,318010.0,1.0,23.21,48270.0,0.4
553,29-9000,Other Healthcare Practitioners and Technical Occupations,minor,106380.0,1.7,28.5,59280.0,0.9
555,29-9092,Genetic Counselors,detailed,2280.0,4.3,43.13,89710.0,1.2
556,29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",detailed,76670.0,2.1,29.28,60900.0,1.1
557,31-0000,Healthcare Support Occupations,major,6440880.0,0.4,15.5,32250.0,0.2
558,31-1100,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",minor,4677760.0,0.5,14.1,29320.0,0.2
559,31-1120,Home Health and Personal Care Aides,broad,3211590.0,0.7,13.49,28060.0,0.3
560,31-1120,Home Health and Personal Care Aides,detailed,3211590.0,0.7,13.49,28060.0,0.3
561,31-1130,"Nursing Assistants, Orderlies, and Psychiatric Aides",broad,1466170.0,0.6,15.43,32090.0,0.3
562,31-1131,Nursing Assistants,detailed,1371050.0,0.6,15.41,32050.0,0.3
563,31-1132,Orderlies,detailed,43570.0,1.9,15.28,31780.0,0.5
564,31-1133,Psychiatric Aides,detailed,51550.0,2.3,16.01,33300.0,0.9
565,31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,minor,186900.0,1.3,25.19,52400.0,0.5
566,31-2010,Occupational Therapy Assistants and Aides,broad,48380.0,2.0,28.85,60010.0,0.8
567,31-2011,Occupational Therapy Assistants,detailed,42750.0,2.2,30.49,63420.0,0.5
568,31-2012,Occupational Therapy Aides,detailed,5630.0,6.9,16.42,34160.0,3.6
569,31-2020,Physical Therapist Assistants and Aides,broad,138520.0,1.5,23.92,49750.0,0.5
570,31-2021,Physical Therapist Assistants,detailed,92740.0,1.6,28.58,59440.0,0.5
571,31-2022,Physical Therapist Aides,detailed,45790.0,2.3,14.47,30110.0,0.7
572,31-9000,Other Healthcare Support Occupations,minor,1576220.0,0.5,18.53,38540.0,0.2
573,31-9010,Massage Therapists,broad,85040.0,3.0,22.77,47350.0,1.1
574,31-9011,Massage Therapists,detailed,85040.0,3.0,22.77,47350.0,1.1
575,31-9090,Miscellaneous Healthcare Support Occupations,broad,1491180.0,0.6,18.29,38030.0,0.2
576,31-9091,Dental Assistants,detailed,312140.0,0.9,20.34,42310.0,0.4
577,31-9092,Medical Assistants,detailed,710200.0,0.9,17.75,36930.0,0.2
578,31-9093,Medical Equipment Preparers,detailed,56870.0,1.6,19.75,41070.0,0.6
579,31-9094,Medical Transcriptionists,detailed,49530.0,4.8,17.94,37310.0,2.5
580,31-9095,Pharmacy Aides,detailed,38900.0,4.1,15.5,32250.0,1.4
581,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,98810.0,2.3,14.89,30980.0,0.6
582,31-9097,Phlebotomists,detailed,128020.0,1.7,17.92,37280.0,0.4
583,31-9099,"Healthcare Support Workers, All Other",detailed,96720.0,2.1,19.92,41430.0,0.5
584,33-0000,Protective Service Occupations,major,3351180.0,0.4,25.11,52220.0,0.7
585,33-1000,Supervisors of Protective Service Workers,minor,323580.0,0.6,38.02,79080.0,0.8
586,33-1010,First-Line Supervisors of Law Enforcement Workers,broad,175730.0,0.4,42.4,88190.0,0.9
587,33-1011,First-Line Supervisors of Correctional Officers,detailed,53420.0,0.4,32.5,67600.0,1.0
588,33-1012,First-Line Supervisors of Police and Detectives,detailed,122310.0,0.5,46.72,97180.0,0.8
589,33-1020,First-Line Supervisors of Firefighting and Prevention Workers,broad,69000.0,0.9,39.99,83170.0,0.8
590,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,detailed,69000.0,0.9,39.99,83170.0,0.8
591,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",broad,78860.0,1.9,26.54,55210.0,0.6
592,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",detailed,78860.0,1.9,26.54,55210.0,0.6
593,33-2000,Firefighting and Prevention Workers,minor,328260.0,0.7,27.31,56800.0,1.0
594,33-2010,Firefighters,broad,311350.0,0.7,27.09,56360.0,1.0
595,33-2011,Firefighters,detailed,311350.0,0.7,27.09,56360.0,1.0
596,33-2020,Fire Inspectors,broad,16920.0,3.1,31.26,65010.0,1.3
597,33-2021,Fire Inspectors and Investigators,detailed,14010.0,3.8,32.54,67680.0,1.6
598,33-2022,Forest Fire Inspectors and Prevention Specialists,detailed,2900.0,1.6,25.06,52130.0,1.2
599,33-3000,Law Enforcement Workers,minor,1203450.0,0.4,31.37,65240.0,0.7
600,33-3010,"Bailiffs, Correctional Officers, and Jailers",broad,423980.0,0.6,25.15,52310.0,0.8
601,33-3011,Bailiffs,detailed,18120.0,1.2,24.87,51730.0,1.2
602,33-3012,Correctional Officers and Jailers,detailed,405870.0,0.6,25.16,52340.0,0.8
603,33-3020,Detectives and Criminal Investigators,broad,105980.0,0.4,42.93,89300.0,0.9
604,33-3021,Detectives and Criminal Investigators,detailed,105980.0,0.4,42.93,89300.0,0.9
605,33-3030,Fish and Game Wardens,broad,7230.0,0.4,27.79,57810.0,0.4
606,33-3031,Fish and Game Wardens,detailed,7230.0,0.4,27.79,57810.0,0.4
607,33-3040,Parking Enforcement Workers,broad,7560.0,2.0,21.57,44870.0,1.6
608,33-3041,Parking Enforcement Workers,detailed,7560.0,2.0,21.57,44870.0,1.6
609,33-3050,Police Officers,broad,658700.0,0.5,33.66,70010.0,0.9
610,33-3051,Police and Sheriff's Patrol Officers,detailed,654900.0,0.5,33.66,70000.0,0.9
611,33-3052,Transit and Railroad Police,detailed,3800.0,7.3,34.13,71000.0,2.4
612,33-9000,Other Protective Service Workers,minor,1495880.0,0.8,16.8,34940.0,0.4
613,33-9010,Animal Control Workers,broad,11580.0,2.5,19.56,40680.0,0.8
614,33-9011,Animal Control Workers,detailed,11580.0,2.5,19.56,40680.0,0.8
615,33-9020,Private Detectives and Investigators,broad,32200.0,8.5,28.89,60100.0,3.7
616,33-9021,Private Detectives and Investigators,detailed,32200.0,8.5,28.89,60100.0,3.7
617,33-9030,Security Guards and Gambling Surveillance Officers,broad,1062740.0,1.1,16.54,34410.0,0.5
618,33-9031,Gambling Surveillance Officers and Gambling Investigators,detailed,8340.0,5.6,19.19,39910.0,1.3
619,33-9032,Security Guards,detailed,1054400.0,1.1,16.52,34360.0,0.5
620,33-9090,Miscellaneous Protective Service Workers,broad,389350.0,1.1,16.41,34140.0,0.4
621,33-9091,Crossing Guards and Flaggers,detailed,85050.0,2.3,16.45,34220.0,1.1
622,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,113150.0,2.2,13.0,27050.0,1.1
623,33-9093,Transportation Security Screeners,detailed,46850.0,0.7,21.6,44920.0,0.6
624,33-9098,"School Bus Monitors and Protective Service Workers, All Other",detailed,144310.0,2.1,17.38,36140.0,0.6
625,35-0000,Food Preparation and Serving Related Occupations,major,11262850.0,0.2,13.3,27650.0,0.2
626,35-1000,Supervisors of Food Preparation and Serving Workers,minor,993030.0,0.7,19.24,40010.0,0.3
627,35-1010,Supervisors of Food Preparation and Serving Workers,broad,993030.0,0.7,19.24,40010.0,0.3
628,35-1011,Chefs and Head Cooks,detailed,101490.0,2.6,28.24,58740.0,1.5
629,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,891540.0,0.7,18.21,37880.0,0.3
630,35-2000,Cooks and Food Preparation Workers,minor,2977730.0,0.6,13.38,27820.0,0.2
631,35-2010,Cooks,broad,2184130.0,0.7,13.55,28180.0,0.2
632,35-2011,"Cooks, Fast Food",detailed,544420.0,2.1,11.68,24300.0,0.5
633,35-2012,"Cooks, Institution and Cafeteria",detailed,387300.0,0.8,14.4,29940.0,0.3
634,35-2013,"Cooks, Private Household",detailed,320.0,30.7,22.51,46810.0,17.0
635,35-2014,"Cooks, Restaurant",detailed,1109650.0,0.9,14.2,29530.0,0.3
636,35-2015,"Cooks, Short Order",detailed,123350.0,3.8,12.99,27030.0,0.9
637,35-2019,"Cooks, All Other",detailed,19080.0,6.7,15.55,32350.0,1.8
638,35-2020,Food Preparation Workers,broad,793590.0,1.5,12.9,26820.0,0.4
639,35-2021,Food Preparation Workers,detailed,793590.0,1.5,12.9,26820.0,0.4
640,35-3000,Food and Beverage Serving Workers,minor,6135730.0,0.4,12.47,25930.0,0.3
641,35-3010,Bartenders,broad,486720.0,1.2,13.9,28910.0,0.6
642,35-3011,Bartenders,detailed,486720.0,1.2,13.9,28910.0,0.6
643,35-3020,Fast Food and Counter Workers,broad,3450120.0,0.7,11.8,24540.0,0.3
644,35-3023,Fast Food and Counter Workers,detailed,3450120.0,0.7,11.8,24540.0,0.3
645,35-3030,Waiters and Waitresses,broad,1944240.0,0.6,13.2,27470.0,0.5
646,35-3031,Waiters and Waitresses,detailed,1944240.0,0.6,13.2,27470.0,0.5
647,35-3040,"Food Servers, Nonrestaurant",broad,254650.0,1.4,13.2,27460.0,0.4
648,35-3041,"Food Servers, Nonrestaurant",detailed,254650.0,1.4,13.2,27460.0,0.4
649,35-9000,Other Food Preparation and Serving Related Workers,minor,1156370.0,0.8,12.38,25740.0,0.3
650,35-9010,Dining Room and Cafeteria Attendants and Bartender Helpers,broad,374940.0,1.6,12.64,26300.0,0.5
651,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,374940.0,1.6,12.64,26300.0,0.5
652,35-9020,Dishwashers,broad,395660.0,1.2,12.31,25600.0,0.3
653,35-9021,Dishwashers,detailed,395660.0,1.2,12.31,25600.0,0.3
654,35-9030,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",broad,316700.0,1.5,11.92,24800.0,0.5
655,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,316700.0,1.5,11.92,24800.0,0.5
656,35-9090,Miscellaneous Food Preparation and Serving Related Workers,broad,69070.0,4.4,13.41,27880.0,1.0
657,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,69070.0,4.4,13.41,27880.0,1.0
658,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,4090370.0,0.3,15.75,32760.0,0.2
659,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,minor,244990.0,1.1,23.61,49110.0,0.4
660,37-1010,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,broad,244990.0,1.1,23.61,49110.0,0.4
661,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,141260.0,1.3,21.87,45500.0,0.5
662,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,103730.0,1.8,25.98,54040.0,0.6
663,37-2000,Building Cleaning and Pest Control Workers,minor,2882710.0,0.4,14.79,30760.0,0.3
664,37-2010,Building Cleaning Workers,broad,2803150.0,0.4,14.66,30490.0,0.3
665,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,1990510.0,0.6,15.1,31410.0,0.3
666,37-2012,Maids and Housekeeping Cleaners,detailed,795590.0,1.0,13.47,28010.0,0.3
667,37-2019,"Building Cleaning Workers, All Other",detailed,17050.0,10.0,18.68,38860.0,3.5
668,37-2020,Pest Control Workers,broad,79560.0,2.2,19.4,40350.0,1.0
669,37-2021,Pest Control Workers,detailed,79560.0,2.2,19.4,40350.0,1.0
670,37-3000,Grounds Maintenance Workers,minor,962670.0,0.6,16.63,34590.0,0.3
671,37-3010,Grounds Maintenance Workers,broad,962670.0,0.6,16.63,34590.0,0.3
672,37-3011,Landscaping and Groundskeeping Workers,detailed,872370.0,0.7,16.25,33800.0,0.3
673,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,23950.0,5.2,18.81,39130.0,1.8
674,37-3013,Tree Trimmers and Pruners,detailed,52040.0,6.7,21.18,44040.0,1.7
675,37-3019,"Grounds Maintenance Workers, All Other",detailed,14310.0,5.7,19.36,40270.0,2.1
676,39-0000,Personal Care and Service Occupations,major,2696340.0,0.5,15.68,32610.0,0.2
677,39-1000,Supervisors of Personal Care and Service Workers,minor,193950.0,1.0,22.28,46350.0,0.4
678,39-1013,First-Line Supervisors of Gambling Services Workers,detailed,19100.0,3.3,24.6,51160.0,1.0
679,39-1098,"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services",detailed,174860.0,1.0,22.03,45820.0,0.4
680,39-2000,Animal Care and Service Workers,minor,208540.0,1.4,13.97,29060.0,0.5
681,39-2010,Animal Trainers,broad,14880.0,5.7,18.25,37950.0,2.1
682,39-2011,Animal Trainers,detailed,14880.0,5.7,18.25,37950.0,2.1
683,39-2020,Animal Caretakers,broad,193660.0,1.5,13.65,28380.0,0.5
684,39-2021,Animal Caretakers,detailed,193660.0,1.5,13.65,28380.0,0.5
